No,Region,District,D/S Office,Date of Death,Cause of Death,Sex,Age,Age Category
1109,Eastern,Ampara,Damana,2014-09-11,Septicemia,Male,40,Subadults and adults
1110,Southern,Hambantota,Hambantota,2014-09-11,Unknown,Male,1,Calf
1111,Anuradhapura,Anuradhapura,Horowpothana,2014-09-15,Hakkapatas,Male,15,Subadults and adults
1112,Eastern,Ampara,Unknown,2014-09-16,Unknown,Unknown,Unknown,Unknown
1113,Anuradhapura,Anuradhapura,Thirappane,2014-09-20,Hakkapatas,Male,Unknown,Unknown
1114,North Western,Kurunegala,Kekirawa,2014-09-20,Gunshot,Male,30,Subadults and adults
1115,Eastern,Ampara,Eravur Pattu,2014-09-21,Poisned,Female,5,Juvenile
1116,Anuradhapura,Anuradhapura,Maha Vilachchiya,2014-09-21,Unknown,Male,30-35,Subadults and adults
1117,Anuradhapura,Anuradhapura,Kekirawa,2014-09-22,Hakkapatas,Female,Unknown,Unknown
1118,Anuradhapura,Anuradhapura,Horowpothana,2014-09-23,Unknown,Male,30,Subadults and adults
1119,Eastern,Ampara,Dehiattakandiya,2014-09-23,Drowned,Male,4 Months,Infant
1120,Polonnaruwa,Trincomalee,Muttur,2014-09-23,Gunshot,Male,30-35,Subadults and adults
1121,Southern,Hambantota,Hambantota,2014-09-27,Other,Female,35,Subadults and adults
1122,Polonnaruwa,Polonnaruwa,Welikanda,2014-09-28,Unknown,Unknown,25-30,Subadults and adults
1123,Polonnaruwa,Polonnaruwa,Welikanda,2014-09-28,Unknown,Unknown,7 Months,Infant
1124,Anuradhapura,Anuradhapura,Kekirawa,2014-09-30,Gunshot,Male,45,Subadults and adults
1125,Southern,Ratnapura,Embilipitiya,2014-09-30,Natural,Male,Unknown,Unknown
1126,Polonnaruwa,Polonnaruwa,Dimbulagala,2014-09-30,Hakkapatas,Female,30,Subadults and adults
1127,Vavuniya,Vavuniya,Vavuniya North,2014-09-30,Electrocuted,Male,35,Subadults and adults
1128,Southern,Ratnapura,Embilipitiya,2014-09-30,Natural,Female,Unknown,Unknown
1129,Polonnaruwa,Polonnaruwa,Dimbulagala,2014-10-01,Hakkapatas,Male,35,Subadults and adults
1130,Southern,Hambantota,Hambantota,2014-10-02,Body destroyed,Unknown,6,Juvenile
1131,Uva,Monaragala,Katharagama,2014-10-02,Poisned,Male,23,Subadults and adults
1132,Eastern,Ampara,Dehiattakandiya,2014-10-03,Unknown,Unknown,10-15,Unknown
1133,Eastern,Ampara,Uhana,2014-10-06,Hakkapatas,Male,3-4,Calf
1134,Anuradhapura,Anuradhapura,Thalawa,2014-10-07,Accident,Male,20-25,Subadults and adults
1135,Anuradhapura,Anuradhapura,Kekirawa,2014-10-13,Hakkapatas,Female,4,Calf
1136,Eastern,Ampara,Damana,2014-10-15,Unknown,Female,10-15,Unknown
1137,Southern,Ratnapura,Weligepola,2014-10-15,Unknown,Male,55-60,Subadults and adults
1138,Anuradhapura,Anuradhapura,Maha Vilachchiya,2014-10-20,Hakkapatas,Male,2,Calf
1139,Anuradhapura,Anuradhapura,Maha Vilachchiya,2014-10-20,Other,Male,2,Calf
1140,Eastern,Batticaloa,Welikanda,2014-10-20,Hakkapatas,Male,15-20,Subadults and adults
1141,Eastern,Batticaloa,Koralai Pattu (Valachchenai),2014-10-20,Unknown,Female,11,Juvenile
1142,Uva,Monaragala,Wellawaya,2014-10-23,Natural,Female,35,Subadults and adults
1143,Anuradhapura,Anuradhapura,Kahatagasdigiliya,2014-10-28,Accident,Female,4 Months,Infant
1144,Eastern,Batticaloa,Koralai Pattu (Valachchenai),2014-10-30,Injured,Female,15,Subadults and adults
1145,Southern,Ratnapura,Embilipitiya,2014-10-31,Natural,Female,Unknown,Unknown
1146,Vavuniya,Mannar,Musali,2014-11-03,Unknown,Male,8,Juvenile
1147,Southern,Monaragala,Thanamalvila,2014-11-16,Gunshot,Female,18-20,Subadults and adults
1148,Polonnaruwa,Polonnaruwa,Welikanda,2014-11-19,Electrocuted,Female,30,Subadults and adults
1149,Southern,Monaragala,Thanamalvila,2014-11-20,Gunshot,Female,15-20,Subadults and adults
1150,Eastern,Ampara,Uhana,2014-11-21,Gunshot,Male,30-35,Subadults and adults
1151,Eastern,Batticaloa,Manmunai South-West,2014-11-26,Unknown,Male,5,Juvenile
1152,Vavuniya,Mannar,Madhu,2014-11-28,Unknown,Unknown,17,Subadults and adults
1153,Anuradhapura,Puttalam,Vanathavilluwa,2014-11-28,Unknown,Male,20-25,Subadults and adults
1154,Eastern,Ampara,Uhana,2014-11-29,Electrocuted,Male,Unknown,Unknown
1155,Eastern,Ampara,Eragama,2014-12-02,Gunshot,Male,8,Juvenile
1156,Southern,Ratnapura,Weligepola,2014-12-05,Gunshot,Male,45-50,Subadults and adults
1157,Anuradhapura,Anuradhapura,Horowpothana,2014-12-06,Hakkapatas,Male,5,Juvenile
1158,North Western,Kurunegala,Ambanpola,2014-12-10,Train Accident,Male,3-4,Calf
1159,Eastern,Ampara,Uhana,2014-12-12,Poisned,Male,40,Subadults and adults
1160,Eastern,Ampara,Dehiattakandiya,2014-12-14,Gunshot,Male,15-20,Subadults and adults
1161,Polonnaruwa,Matale,Wilgamuwa,2014-12-15,Body destroyed,Female,7,Juvenile
1162,Anuradhapura,Anuradhapura,Horowpothana,2014-12-20,Hakkapatas,Male,10,Juvenile
1163,Eastern,Ampara,Damana,2014-12-20,Poisned,Male,8-10,Juvenile
1164,North Western,Kurunegala,Galgamuwa,2014-12-23,Other,Female,20-25,Subadults and adults
1165,Kilinochchi,Mullaitivu,Thunukkai,2014-12-31,Unknown,Unknown,Unknown,Unknown
1166,Polonnaruwa,Polonnaruwa,Hingurakgoda,2014-12-31,Natural,Female,20-25,Subadults and adults
1167,Uva,Monaragala,Bibile,2014-12-31,Unknown,Female,20,Subadults and adults
1168,Uva,Monaragala,Madulla,2014-12-31,Natural,Male,40-45,Subadults and adults
1169,Uva,Monaragala,Bibile,2014-12-31,Unknown,Male,45,Subadults and adults
1170,Polonnaruwa,Matale,Laggala-Pallegama,2015-01-01,Accident,Male,3 Months,Infant
1171,North Western,Kurunegala,Polpithigama,2015-01-02,Natural,Male,1,Calf
1172,Uva,Monaragala,Buttala,2015-01-04,Fallen into well,Unknown,Unknown,Unknown
1173,North Western,Kurunegala,Mahawa,2015-01-05,Gunshot,Male,15-20,Subadults and adults
1174,Eastern,Ampara,Mahaoya,2015-01-06,Gunshot,Male,40-50,Subadults and adults
1175,Eastern,Batticaloa,Manmunai South-West,2015-01-07,Electrocuted,Male,20-25,Subadults and adults
1176,Eastern,Batticaloa,Manmunai South-West,2015-01-07,Gunshot,Male,10-15,Unknown
1177,Eastern,Ampara,Thirukkovil,2015-01-11,Hakkapatas,Male,12-15,Subadults and adults
1178,North Western,Kurunegala,Ehetuwewa,2015-01-11,Gunshot,Female,30,Subadults and adults
1179,Central,Badulla,Mahiyanganaya,2015-01-12,Unknown,Male,25,Subadults and adults
1180,Eastern,Ampara,Thirukkovil,2015-01-18,Unknown,Male,18-25,Subadults and adults
1181,Eastern,Batticaloa,Eravur Pattu,2015-01-18,Natural,Male,30,Subadults and adults
1182,Polonnaruwa,Polonnaruwa,Dimbulagala,2015-01-24,Hakkapatas,Male,40-45,Subadults and adults
1183,Polonnaruwa,Polonnaruwa,Dimbulagala,2015-01-24,Gunshot,Male,40-45,Subadults and adults
1184,Uva,Hambantota,Thissamaharama,2015-01-24,Unknown,Male,30-35,Subadults and adults
1185,Eastern,Ampara,Akkaraipattu,2015-01-24,Hakkapatas,Male,30,Subadults and adults
1186,Trincomalee,Trincomalee,Gomarankadawala,2015-01-25,Hakkapatas,Male,6-7,Juvenile
1187,Polonnaruwa,Polonnaruwa,Dimbulagala,2015-01-26,Gunshot,Female,25-30,Subadults and adults
1188,Polonnaruwa,Polonnaruwa,Welikanda,2015-01-29,Electrocuted,Male,25,Subadults and adults
1189,Eastern,Ampara,Mahaoya,2015-01-30,Gunshot,Male,50-60,Subadults and adults
1190,Eastern,Ampara,Mahaoya,2015-01-30,Gunshot,Male,20-30,Subadults and adults
1191,Eastern,Ampara,Uhana,2015-02-06,Unknown,Female,15-20,Subadults and adults
1192,Eastern,Ampara,Thirukkovil,2015-02-07,Hakkapatas,Female,12-15,Subadults and adults
1193,Central,Kandy,Minipe,2015-02-08,Unknown,Female,5.5,Juvenile
1194,Polonnaruwa,Polonnaruwa,Dimbulagala,2015-02-08,Gunshot,Male,25-30,Subadults and adults
1195,Southern,Monaragala,Thanamalvila,2015-02-08,Gunshot,Male,8,Juvenile
1196,Eastern,Ampara,Dehiattakandiya,2015-02-09,Hakkapatas,Male,20-25,Subadults and adults
1197,Trincomalee,Trincomalee,Trincomalee Town and Gravets,2015-02-11,Hakkapatas,Male,6-7,Juvenile
1198,Polonnaruwa,Matale,Dambulla,2015-02-11,Gunshot,Male,35-40,Subadults and adults
1199,Polonnaruwa,Polonnaruwa,Dimbulagala,2015-02-12,Hakkapatas,Male,30-35,Subadults and adults
1200,Vavuniya,Anuradhapura,Kebithigollewa,2015-02-14,Electrocuted,Male,30,Subadults and adults
1201,Polonnaruwa,Polonnaruwa,Palugaswewa,2015-02-17,Gunshot,Female,25-30,Subadults and adults
1202,Trincomalee,Trincomalee,Morawewa,2015-02-18,Hakkapatas,Male,10-11,Juvenile
1203,Trincomalee,Trincomalee,Gomarankadawala,2015-02-19,Hakkapatas,Male,6-7,Juvenile
1204,Eastern,Ampara,Addalachchenai,2015-02-20,Electrocuted,Male,35-40,Subadults and adults
1205,Trincomalee,Trincomalee,Morawewa,2015-02-20,Natural,Female,3 Months,Infant
1206,Anuradhapura,Anuradhapura,Maha Vilachchiya,2015-02-21,Poisned,Male,35-40,Subadults and adults
1207,Trincomalee,Trincomalee,Seruvila,2015-02-27,Hakkapatas,Female,6-5,Juvenile
1208,Eastern,Monaragala,Siyambalanduwa,2015-03-01,Hakkapatas,Male,5-8,Juvenile
1209,Vavuniya,Vavuniya,Vavuniya North,2015-03-04,Gunshot,Male,30-35,Subadults and adults
1210,Vavuniya,Vavuniya,Vengalacheddiculam,2015-03-05,Gunshot,Male,35-40,Subadults and adults
1211,Eastern,Ampara,Mahaoya,2015-03-05,Gunshot,Unknown,8-10,Juvenile
1212,Polonnaruwa,Polonnaruwa,Thamankaduwa,2015-03-06,Gunshot,Male,25-30,Subadults and adults
1213,Polonnaruwa,Polonnaruwa,Lankapura,2015-03-07,Hakkapatas,Male,15-20,Subadults and adults
1214,Anuradhapura,Anuradhapura,Thirappane,2015-03-07,Gunshot,Male,35,Subadults and adults
1215,Uva,Hambantota,Thissamaharama,2015-03-09,Unknown,Female,15,Subadults and adults
1216,Eastern,Batticaloa,Eravur Pattu,2015-03-11,Hakkapatas,Male,15-16,Subadults and adults
1217,Eastern,Ampara,Mahaoya,2015-03-12,Unknown,Male,4,Calf
1218,Eastern,Polonnaruwa,Dimbulagala,2015-03-12,Injured,Male,10-15,Unknown
1219,Eastern,Ampara,Mahaoya,2015-03-13,Unknown,Female,1-2,Calf
1220,Polonnaruwa,Polonnaruwa,Dimbulagala,2015-03-18,Electrocuted,Male,20-25,Subadults and adults
1221,Eastern,Ampara,Damana,2015-03-18,Hakkapatas,Male,6,Juvenile
1222,Polonnaruwa,Polonnaruwa,Lankapura,2015-03-20,Gunshot,Male,35-40,Subadults and adults
1223,Polonnaruwa,Polonnaruwa,Dimbulagala,2015-03-24,Hakkapatas,Female,8-10,Juvenile
1224,Trincomalee,Trincomalee,Gomarankadawala,2015-03-26,Poisned,Female,7-8,Juvenile
1225,Central,Badulla,Mahiyanganaya,2015-03-26,Unknown,Male,35-40,Subadults and adults
1226,Vavuniya,Vavuniya,Vavuniya North,2015-03-29,Train Accident,Male,35-40,Subadults and adults
1227,Polonnaruwa,Polonnaruwa,Welikanda,2015-04-01,Poisned,Male,25-30,Subadults and adults
1228,Vavuniya,Vavuniya,Vengalacheddiculam,2015-04-09,Train Accident,Female,30,Subadults and adults
1229,Polonnaruwa,Polonnaruwa,Welikanda,2015-04-10,Poisned,Male,40-45,Subadults and adults
1230,Polonnaruwa,Polonnaruwa,Hingurakgoda,2015-04-12,Train Accident,Female,30-35,Subadults and adults
1231,Anuradhapura,Anuradhapura,Kekirawa,2015-04-13,Electrocuted,Female,25,Subadults and adults
1232,Eastern,Batticaloa,Eravur Pattu,2015-04-15,Unknown,Unknown,10-15,Unknown
1233,Eastern,Batticaloa,Manmunai West,2015-04-17,Hakkapatas,Male,10-15,Unknown
1234,Anuradhapura,Anuradhapura,Thalawa,2015-04-19,Electrocuted,Male,22,Subadults and adults
1235,Vavuniya,Anuradhapura,Padaviya,2015-04-20,Hakkapatas,Female,18-20,Subadults and adults
1236,Eastern,Batticaloa,Koralai Pattu North,2015-04-21,Hakkapatas,Male,30-35,Subadults and adults
1237,North Western,Kurunegala,Giribawa,2015-04-21,Gunshot,Male,10-12,Juvenile
1238,North Western,Puttalam,Vanathavilluwa,2015-04-21,Electrocuted,Male,25-30,Subadults and adults
1239,Trincomalee,Trincomalee,Kuchchaveli,2015-04-25,Unknown,Male,15-16,Subadults and adults
1240,Vavuniya,Vavuniya,Vengalacheddiculam,2015-04-27,Train Accident,Female,30,Subadults and adults
1241,Vavuniya,Vavuniya,Vengalacheddiculam,2015-04-27,Train Accident,Male,4,Calf
1242,Trincomalee,Trincomalee,Morawewa,2015-04-28,Gunshot,Male,25-26,Subadults and adults
1243,Eastern,Ampara,Damana,2015-05-02,Hakkapatas,Male,40-45,Subadults and adults
1244,Polonnaruwa,Polonnaruwa,Dimbulagala,2015-05-06,Gunshot,Male,25-30,Subadults and adults
1245,Polonnaruwa,Polonnaruwa,Welikanda,2015-05-06,Hakkapatas,Female,5-10,Juvenile
1246,Trincomalee,Trincomalee,Gomarankadawala,2015-05-07,Hakkapatas,Female,12-15,Subadults and adults
1247,Central,Badulla,Mahiyanganaya,2015-05-07,Unknown,Male,35,Subadults and adults
1248,Eastern,Ampara,Mahaoya,2015-05-12,Hakkapatas,Male,10-15,Unknown
1249,Polonnaruwa,Polonnaruwa,Hingurakgoda,2015-05-13,Train Accident,Male,8-10,Juvenile
1250,North Western,Kurunegala,Ehetuwewa,2015-05-15,Electrocuted,Male,15,Subadults and adults
1251,Southern,Hambantota,Sooriyawewa,2015-05-20,Electrocuted,Male,20,Subadults and adults
1252,Kilinochchi,Mullaitivu,Padaviya,2015-05-26,Hakkapatas,Female,6,Juvenile
1253,Kilinochchi,Mullaitivu,Oddusuddan,2015-05-26,Train Accident,Male,22-25,Subadults and adults
1254,Eastern,Ampara,Thirukkovil,2015-05-27,Hakkapatas,Male,1-1.5,Calf
1255,Eastern,Batticaloa,Koralai Pattu North,2015-06-02,Injured,Male,35-40,Subadults and adults
1256,Anuradhapura,Anuradhapura,Horowpothana,2015-06-03,Hakkapatas,Male,10-12,Juvenile
1257,Vavuniya,Vavuniya,Vengalacheddiculam,2015-06-05,Train Accident,Female,22,Subadults and adults
1258,Uva,Monaragala,Siyambalanduwa,2015-06-05,Unknown,Male,13,Subadults and adults
1259,Vavuniya,Mannar,Nanaddan,2015-06-07,Injured,Male,15,Subadults and adults
1260,Polonnaruwa,Matale,Naula,2015-06-08,Electrocuted,Male,35-40,Subadults and adults
1261,Anuradhapura,Anuradhapura,Horowpothana,2015-06-13,Hakkapatas,Male,10,Juvenile
1262,Southern,Monaragala,Thanamalvila,2015-06-15,Injured,Male,45,Subadults and adults
1263,Eastern,Ampara,Lahugala,2015-06-17,Gunshot,Male,12-15,Subadults and adults
1264,Anuradhapura,Anuradhapura,Maha Vilachchiya,2015-06-17,Unknown,Unknown,11.5,Juvenile
1265,Polonnaruwa,Polonnaruwa,Medirigiriya,2015-06-21,Unknown,Male,25,Subadults and adults
1266,Uva,Monaragala,Thanamalvila,2015-06-23,Unknown,Unknown,Unknown,Unknown
1267,Uva,Monaragala,Katharagama,2015-06-25,Unknown,Male,20,Subadults and adults
1268,Eastern,Ampara,Lahugala,2015-06-25,Hakkapatas,Male,8-12,Juvenile
1269,Polonnaruwa,Polonnaruwa,Hingurakgoda,2015-06-26,Gunshot,Male,35-40,Subadults and adults
1270,Southern,Monaragala,Sevanagala,2015-07-02,Gunshot,Male,Unknown,Unknown
1271,Vavuniya,Vavuniya,Vavuniya North,2015-07-03,Gunshot,Male,20,Subadults and adults
1272,Uva,Monaragala,Buttala,2015-07-10,Unknown,Male,20-25,Subadults and adults
1273,North Western,Anuradhapura,Kekirawa,2015-07-18,Injured,Male,38,Subadults and adults
1274,Anuradhapura,Anuradhapura,Horowpothana,2015-07-23,Hakkapatas,Male,6,Juvenile
1275,Polonnaruwa,Polonnaruwa,Thamankaduwa,2015-07-28,Poisned,Male,40-45,Subadults and adults
1276,Southern,Monaragala,Thanamalvila,2015-07-30,Gunshot,Male,Unknown,Unknown
1277,Trincomalee,Trincomalee,Unknown,2015-07-31,Unknown,Unknown,Unknown,Unknown
1278,Trincomalee,Trincomalee,Unknown,2015-07-31,Unknown,Unknown,Unknown,Unknown
1279,Uva,Monaragala,Katharagama,2015-07-31,Unknown,Unknown,10-12,Juvenile
1280,Anuradhapura,Puttalam,Vanathavilluwa,2015-08-01,Natural,Male,1 Month,Infant
1281,Anuradhapura,Anuradhapura,Horowpothana,2015-08-01,Hakkapatas,Male,8,Juvenile
1282,Eastern,Ampara,Alayadiwembu,2015-08-03,Gunshot,Male,10-12,Juvenile
1283,Polonnaruwa,Polonnaruwa,Dimbulagala,2015-08-05,Hakkapatas,Female,5-7,Juvenile
1284,Eastern,Ampara,Mahaoya,2015-08-09,Unknown,Female,15-18,Subadults and adults
1285,Anuradhapura,Anuradhapura,Horowpothana,2015-08-10,Hakkapatas,Male,5,Juvenile
1286,Anuradhapura,Anuradhapura,Kekirawa,2015-08-11,Hakkapatas,Male,8,Juvenile
1287,Polonnaruwa,Polonnaruwa,Welikanda,2015-08-11,Gunshot,Female,20-25,Subadults and adults
1288,Anuradhapura,Anuradhapura,Horowpothana,2015-08-13,Hakkapatas,Male,5,Juvenile
1289,Eastern,Ampara,Uhana,2015-08-13,Septicemia,Male,45,Subadults and adults
1290,Uva,Monaragala,Katharagama,2015-08-14,Natural,Female,15-16,Subadults and adults
1291,Anuradhapura,Anuradhapura,Kebithigollewa,2015-08-17,Hakkapatas,Male,7-8,Juvenile
1292,Anuradhapura,Anuradhapura,Horowpothana,2015-08-18,Hakkapatas,Male,20,Subadults and adults
1293,North Western,Kurunegala,Ehetuwewa,2015-08-20,Poisned,Male,4-5,Juvenile
1294,Eastern,Batticaloa,Porativu Pattu,2015-08-21,Electrocuted,Male,40-42,Subadults and adults
1295,Polonnaruwa,Matale,Dambulla,2015-08-22,Gunshot,Male,35-40,Subadults and adults
1296,Polonnaruwa,Polonnaruwa,Elahera,2015-08-23,Gunshot,Male,5-6,Juvenile
1297,Eastern,Batticaloa,Manmunai South-West,2015-08-28,Unknown,Male,30,Subadults and adults
1298,North Western,Kurunegala,Mahawa,2015-08-29,Gunshot,Male,25-30,Subadults and adults
1299,Trincomalee,Trincomalee,Unknown,2015-08-31,Unknown,Unknown,Unknown,Unknown
1300,Trincomalee,Trincomalee,Unknown,2015-08-31,Unknown,Unknown,Unknown,Unknown
1301,Polonnaruwa,Polonnaruwa,Hingurakgoda,2015-09-06,Accident,Male,10-15,Unknown
1302,Eastern,Badulla,Mahiyanganaya,2015-09-08,Unknown,Male,Unknown,Unknown
1303,Eastern,Badulla,Mahiyanganaya,2015-09-08,Unknown,Male,Unknown,Unknown
1304,North Western,Kurunegala,Polpithigama,2015-09-09,Gunshot,Male,40,Subadults and adults
1305,Anuradhapura,Anuradhapura,Thirappane,2015-09-10,Hakkapatas,Male,45,Subadults and adults
1306,North Western,Kurunegala,Galgamuwa,2015-09-14,Poisned,Female,10-12,Juvenile
1307,Eastern,Ampara,Pothuvil,2015-09-16,Gunshot,Male,25-30,Subadults and adults
1308,Kilinochchi,Mullaitivu,Oddusuddan,2015-09-17,Train Accident,Male,40,Subadults and adults
1309,Anuradhapura,Anuradhapura,Kebithigollewa,2015-09-18,Attack by an elephant,Male,40,Subadults and adults
1310,Anuradhapura,Anuradhapura,Kebithigollewa,2015-09-19,Unknown,Male,45,Subadults and adults
1311,Anuradhapura,Anuradhapura,Kahatagasdigiliya,2015-09-19,Hakkapatas,Unknown,Unknown,Unknown
1312,Eastern,Ampara,Mahaoya,2015-09-21,Gunshot,Female,30,Subadults and adults
1313,Eastern,Ampara,Lahugala,2015-09-23,Attack by an elephant,Male,15-20,Subadults and adults
1314,North Western,Anuradhapura,Kekirawa,2015-09-25,Hakkapatas,Male,2,Calf
1315,Eastern,Batticaloa,Eravur Pattu,2015-09-28,Unknown,Male,30-35,Subadults and adults
1316,Trincomalee,Trincomalee,Unknown,2015-09-30,Unknown,Unknown,Unknown,Unknown
1317,Anuradhapura,Puttalam,Vanathavilluwa,2015-10-01,Train Accident,Female,15-20,Subadults and adults
1318,Uva,Monaragala,Madulla,2015-10-03,Unknown,Unknown,Unknown,Unknown
1319,Southern,Hambantota,Thissamaharama,2015-10-06,Electrocuted,Female,15,Subadults and adults
1320,Polonnaruwa,Polonnaruwa,Dimbulagala,2015-10-06,Hakkapatas,Male,6-7,Juvenile
1321,Trincomalee,Trincomalee,Kantalai,2015-10-08,Injured,Male,40,Subadults and adults
1322,Trincomalee,Trincomalee,Seruvila,2015-10-09,Poisned,Female,Unknown,Unknown
1323,Trincomalee,Trincomalee,Seruvila,2015-10-10,Electrocuted,Male,35,Subadults and adults
1324,Southern,Hambantota,Hambantota,2015-10-13,Natural,Female,20,Subadults and adults
1325,Central,Badulla,Mahiyanganaya,2015-10-13,Natural,Female,1,Calf
1326,North Western,Kurunegala,Galgamuwa,2015-10-16,Train Accident,Female,15-20,Subadults and adults
1327,Eastern,Ampara,Uhana,2015-10-19,Gunshot,Male,Unknown,Unknown
1328,Anuradhapura,Anuradhapura,Horowpothana,2015-10-20,Hakkapatas,Male,5,Juvenile
1329,Uva,Ampara,Damana,2015-10-22,Gunshot,Male,30-35,Subadults and adults
1330,Eastern,Ampara,Lahugala,2015-10-24,Unknown,Male,25-30,Subadults and adults
1331,Polonnaruwa,Polonnaruwa,Dambulla,2015-10-24,Hakkapatas,Male,7-8,Juvenile
1332,Eastern,Ampara,Thirukkovil,2015-10-25,Hakkapatas,Male,6-7,Juvenile
1333,Eastern,Ampara,Lahugala,2015-10-26,Gunshot,Female,25-30,Subadults and adults
1334,Anuradhapura,Anuradhapura,Thirappane,2015-10-28,Gunshot,Male,52-56,Subadults and adults
1335,Eastern,Ampara,Mahaoya,2015-10-29,Accident,Female,25-35,Subadults and adults
1336,Polonnaruwa,Polonnaruwa,Thamankaduwa,2015-11-01,Electrocuted,Male,20-25,Subadults and adults
1337,Polonnaruwa,Polonnaruwa,Dimbulagala,2015-11-05,Natural,Male,15,Subadults and adults
1338,Uva,Monaragala,Wellawaya,2015-11-07,Natural,Female,6,Juvenile
1339,Southern,Monaragala,Thanamalvila,2015-11-11,Gunshot,Male,45,Subadults and adults
1340,Kilinochchi,Mullaitivu,Oddusuddan,2015-11-12,Hakkapatas,Male,25,Subadults and adults
1341,Anuradhapura,Anuradhapura,Thirappane,2015-11-13,Electrocuted,Male,35,Subadults and adults
1342,Eastern,Ampara,Lahugala,2015-11-15,Hakkapatas,Female,20-25,Subadults and adults
1343,North Western,Puttalam,Karuwalagaswewa,2015-11-16,Electrocuted,Male,Unknown,Unknown
1344,North Western,Puttalam,Karuwalagaswewa,2015-11-16,Electrocuted,Male,Unknown,Unknown
1345,Anuradhapura,Anuradhapura,N. Palatha Central,2015-11-16,Natural,Female,20,Subadults and adults
1346,Vavuniya,Mannar,Mannar Town,2015-11-17,Hakkapatas,Male,5,Juvenile
1347,Uva,Monaragala,Bibile,2015-11-19,Natural,Male,1-1.5,Calf
1348,Anuradhapura,Anuradhapura,Ipalogama,2015-11-20,Gunshot,Female,35-40,Subadults and adults
1349,Polonnaruwa,Matale,Matale,2015-11-21,Hakkapatas,Male,25-30,Subadults and adults
1350,Eastern,Ampara,Mahaoya,2015-11-26,Hakkapatas,Male,25-30,Subadults and adults
1351,Eastern,Ampara,Lahugala,2015-11-27,Unknown,Male,18-20,Subadults and adults
1352,Southern,Monaragala,Sevanagala,2015-11-28,Unknown,Male,15-20,Subadults and adults
1353,Eastern,Batticaloa,Porativu Pattu,2015-11-30,Electrocuted,Male,30-35,Subadults and adults
1354,Eastern,Ampara,Addalachchenai,2015-11-30,Unknown,Male,20-30,Subadults and adults
1355,Eastern,Ampara,Thirukkovil,2015-12-01,Hakkapatas,Female,5-7,Juvenile
1356,Southern,Monaragala,Sevanagala,2015-12-04,Unknown,Male,15-20,Subadults and adults
1357,Polonnaruwa,Polonnaruwa,Hingurakgoda,2015-12-09,Gunshot,Female,6,Juvenile
1358,Southern,Monaragala,Thanamalvila,2015-12-10,Gunshot,Male,35-40,Subadults and adults
1359,Polonnaruwa,Polonnaruwa,Hingurakgoda,2015-12-10,Natural,Male,40-45,Subadults and adults
1360,Polonnaruwa,Matale,Dambulla,2015-12-15,Hakkapatas,Male,20-25,Subadults and adults
1361,Anuradhapura,Anuradhapura,Mihinthale,2015-12-22,Gunshot,Male,8,Juvenile
1362,Anuradhapura,Anuradhapura,Thirappane,2015-12-22,Electrocuted,Male,25,Subadults and adults
1363,Eastern,Batticaloa,Koralai Pattu (Valachchenai),2015-12-29,Train Accident,Male,3,Calf
1364,Southern,Monaragala,Sevanagala,2015-12-29,Unknown,Male,30-35,Subadults and adults
1365,Trincomalee,Trincomalee,Unknown,2015-12-31,Unknown,Unknown,Unknown,Unknown
1366,Trincomalee,Trincomalee,Unknown,2015-12-31,Unknown,Unknown,Unknown,Unknown
1367,Trincomalee,Trincomalee,Unknown,2015-12-31,Unknown,Unknown,Unknown,Unknown
1368,Anuradhapura,Anuradhapura,Horowpothana,2015-12-31,Unknown,Unknown,Unknown,Unknown
1369,Trincomalee,Trincomalee,Unknown,2015-12-31,Unknown,Unknown,Unknown,Unknown
1370,Eastern,Ampara,Thirukkovil,2016-01-03,Unknown,Male,20-25,Subadults and adults
1371,Eastern,Ampara,Pothuvil,2016-01-06,Unknown,Male,30-35,Subadults and adults
1372,Eastern,Batticaloa,Manmunai West,2016-01-07,Electrocuted,Male,25,Subadults and adults
1373,Eastern,Batticaloa,Koralai Pattu (Valachchenai),2016-01-08,Gunshot,Male,10-15,Unknown
1374,Uva,Monaragala,Buttala,2016-01-09,Gunshot,Male,35,Subadults and adults
1375,Puttalam,Puttalam,Puttalam,2016-01-10,Injured,Male,35,Subadults and adults
1376,Eastern,Ampara,Pothuvil,2016-01-10,Unknown,Male,20-25,Subadults and adults
1377,Vavuniya,Vavuniya,Vavuniya,2016-01-11,Electrocuted,Male,25-30,Subadults and adults
1378,Southern,Monaragala,Thanamalvila,2016-01-11,Gunshot,Male,15,Subadults and adults
1379,Eastern,Ampara,Alayadiwembu,2016-01-11,Unknown,Female,7,Juvenile
1380,Eastern,Batticaloa,Koralai Pattu (Valachchenai),2016-01-13,Hakkapatas,Male,8,Juvenile
1381,Trincomalee,Trincomalee,Kuchchaveli,2016-01-14,Unknown,Unknown,15-20,Subadults and adults
1382,Southern,Monaragala,Thanamalvila,2016-01-15,Gunshot,Male,30,Subadults and adults
1383,Polonnaruwa,Polonnaruwa,Dimbulagala,2016-01-18,Unknown,Male,35-40,Subadults and adults
1384,Eastern,Batticaloa,Manmunai South-West,2016-01-19,Electrocuted,Male,40-45,Subadults and adults
1385,Eastern,Batticaloa,Manmunai West,2016-01-20,Electrocuted,Male,30,Subadults and adults
1386,Central,Badulla,Mahiyanganaya,2016-01-25,Electrocuted,Male,33,Subadults and adults
